# Goal Position: [0.5, 0.2, 0.4]
# Goal Orientation: [0.70709, 9.8864e-05, 0.70712, -2.1146e-05]
# Goal Tolerance: 0.01
# Angular Tolerance: 0.05
# Num Joints: 7
# Planning Method: task_space
time_s,pos_x_m,pos_y_m,pos_z_m,q_x,q_y,q_z,q_w,vel_x_m_s,vel_y_m_s,vel_z_m_s,ang_vel_x_rad_s,ang_vel_y_rad_s,ang_vel_z_rad_s,min_obstacle_clearance_m,att_force_x_N,att_force_y_N,att_force_z_N,joint_1_rad,joint_2_rad,joint_3_rad,joint_4_rad,joint_5_rad,joint_6_rad,joint_7_rad,joint_vel_1_rad_s,joint_vel_2_rad_s,joint_vel_3_rad_s,joint_vel_4_rad_s,joint_vel_5_rad_s,joint_vel_6_rad_s,joint_vel_7_rad_s,joint_torque_1_N_m,joint_torque_2_N_m,joint_torque_3_N_m,joint_torque_4_N_m,joint_torque_5_N_m,joint_torque_6_N_m,joint_torque_7_N_m
0.2,0.23115,0.00302474,0.295144,0.707045,-5.02774e-05,0.707168,-1.1044e-05,0.0212377,0.01556,0.00828305,-2.95479e-05,1.98515e-05,3.38233e-05,inf,0.806551,0.590926,0.314568,0.0122159,-0.00531026,0.0122349,0.0128094,0.0244924,-1.55287,-0.000302242,-0.0566063,0.024094,-0.056788,-0.0599935,-0.113452,-0.0840054,0.00331985,0,0,0,0,0,0,0
0.22,0.231574,0.00333594,0.29531,0.707045,-5.07255e-05,0.707169,-1.10742e-05,0.0215755,0.0158075,0.00841481,-2.96495e-05,1.99111e-05,3.39121e-05,inf,0.805277,0.589992,0.314071,0.0133655,-0.00579383,0.0133885,0.014032,0.0267972,-1.55116,-0.000376405,-0.0574771,0.0241785,-0.0576813,-0.0611274,-0.11524,-0.085215,0.00370811,0,0,0,0,0,0,0
0.24,0.232006,0.00365208,0.295478,0.707045,-5.11749e-05,0.707169,-1.11044e-05,0.0212945,0.0156016,0.00830521,-2.97514e-05,1.99709e-05,3.40011e-05,inf,0.803983,0.589044,0.313566,0.0145023,-0.0062722,0.0145298,0.0152409,0.0290775,-1.54948,-0.00045639,-0.0568423,0.0239185,-0.0570641,-0.0604452,-0.114017,-0.0842714,0.00399925,0,0,0,0,0,0,0
0.26,0.232432,0.00396412,0.295644,0.707045,-5.16257e-05,0.707169,-1.11345e-05,0.0215755,0.0158075,0.00841481,-2.98535e-05,2.00309e-05,3.40905e-05,inf,0.802705,0.588108,0.313068,0.0156439,-0.00674252,0.0156762,0.0164708,0.0313679,-1.54778,-0.000543694,-0.0570811,0.0235158,-0.0573236,-0.0614953,-0.114517,-0.0849,0.00436523,0,0,0,0,0,0,0
0.28,0.232863,0.00428027,0.295812,0.707044,-5.20779e-05,0.707169,-1.11645e-05,0.02134,0.0156349,0.00832297,-2.99559e-05,2.00911e-05,3.41802e-05,inf,0.80141,0.587159,0.312563,0.0167722,-0.00720444,0.0168097,0.0176903,0.0336323,-1.5461,-0.000636657,-0.0564117,0.023096,-0.0566711,-0.0609763,-0.113219,-0.0839538,0.00464816,0,0,0,0,0,0,0
0.3,0.23329,0.00459296,0.295979,0.707044,-5.25314e-05,0.707169,-1.11944e-05,0.0215594,0.0157956,0.00840852,-3.00586e-05,2.01515e-05,3.42702e-05,inf,0.80013,0.586221,0.312064,0.0178882,-0.00764128,0.0179313,0.0189301,0.035872,-1.54443,-0.000735878,-0.0558036,0.0218419,-0.0560796,-0.0619902,-0.111987,-0.0836783,0.00496101,0,0,0,0,0,0,0
0.32,0.233721,0.00490888,0.296147,0.707044,-5.29863e-05,0.707169,-1.12242e-05,0.0213746,0.0156602,0.00833643,-3.01616e-05,2.0212e-05,3.43606e-05,inf,0.798836,0.585273,0.311559,0.0190039,-0.00808014,0.0190528,0.0201608,0.0381122,-1.54276,-0.000841327,-0.0557812,0.0219433,-0.0560759,-0.0615315,-0.112012,-0.0833202,0.00527246,0,0,0,0,0,0,0
0.34,0.234149,0.00522208,0.296314,0.707044,-5.34425e-05,0.707169,-1.12539e-05,0.0215344,0.0157773,0.00839878,-3.02648e-05,2.02727e-05,3.44512e-05,inf,0.797554,0.584334,0.311059,0.0201216,-0.00851316,0.0201768,0.0214047,0.0403575,-1.54109,-0.0009538,-0.0558887,0.021651,-0.0562031,-0.0621949,-0.112261,-0.0836736,0.00562365,0,0,0,0,0,0,0
0.36,0.234579,0.00553763,0.296482,0.707044,-5.39001e-05,0.70717,-1.12835e-05,0.0213991,0.0156782,0.00834602,-3.03683e-05,2.03336e-05,3.45421e-05,inf,0.796262,0.583387,0.310555,0.02123,-0.00893868,0.0212918,0.022644,0.0425845,-1.53942,-0.00107197,-0.0554159,0.021276,-0.0557466,-0.061968,-0.111354,-0.0830591,0.00590855,0,0,0,0,0,0,0
0.38,0.235007,0.00585119,0.296648,0.707044,-5.43591e-05,0.70717,-1.13131e-05,0.0215158,0.0157637,0.00839151,-3.04721e-05,2.03947e-05,3.46334e-05,inf,0.794978,0.582446,0.310055,0.0223367,-0.00935527,0.0224055,0.0238945,0.0448091,-1.53776,-0.00119682,-0.0553372,0.0208294,-0.0556863,-0.0625267,-0.111227,-0.0831497,0.00624222,0,0,0,0,0,0,0
0.4,0.235438,0.00616647,0.296816,0.707044,-5.48195e-05,0.70717,-1.13425e-05,0.0214168,0.0156912,0.00835291,-3.05761e-05,2.0456e-05,3.47249e-05,inf,0.793687,0.581501,0.309551,0.0234204,-0.00974761,0.0234964,0.0251456,0.0469874,-1.53612,-0.00132618,-0.0541839,0.0196169,-0.0545443,-0.062555,-0.108915,-0.0819348,0.00646846,0,0,0,0,0,0,0
0.42,0.235866,0.00648029,0.296983,0.707043,-5.52812e-05,0.70717,-1.13719e-05,0.021502,0.0157536,0.00838613,-3.06805e-05,2.05174e-05,3.48168e-05,inf,0.792402,0.580559,0.30905,0.0245127,-0.0101413,0.0245963,0.0264042,0.0491842,-1.53447,-0.00146283,-0.0546146,0.0196869,-0.0549958,-0.0629277,-0.109842,-0.0823644,0.00683216,0,0,0,0,0,0,0
0.44,0.236296,0.00679536,0.297151,0.707043,-5.57443e-05,0.70717,-1.14012e-05,0.0214295,0.0157005,0.00835788,-3.07851e-05,2.05791e-05,3.4909e-05,inf,0.791112,0.579614,0.308547,0.0255997,-0.0105301,0.0256913,0.0276615,0.0513714,-1.53283,-0.00160534,-0.0543516,0.0194399,-0.054749,-0.0628672,-0.10936,-0.0820416,0.00712556,0,0,0,0,0,0,0
0.46,0.236725,0.00710937,0.297318,0.707043,-5.62089e-05,0.70717,-1.14303e-05,0.0214918,0.0157461,0.00838215,-3.08899e-05,2.06409e-05,3.50015e-05,inf,0.789826,0.578672,0.308045,0.0266838,-0.0109111,0.0267837,0.0289265,0.0535535,-1.53119,-0.0017542,-0.0542064,0.0190491,-0.054621,-0.0632477,-0.109105,-0.0820087,0.00744283,0,0,0,0,0,0,0
0.48,0.237154,0.00742429,0.297486,0.707043,-5.66748e-05,0.707171,-1.14595e-05,0.0214388,0.0157073,0.00836148,-3.09951e-05,2.07029e-05,3.50943e-05,inf,0.788537,0.577727,0.307542,0.027761,-0.011284,0.0278694,0.030192,0.0557224,-1.52956,-0.00190871,-0.0538578,0.0186425,-0.0542876,-0.0632738,-0.108445,-0.0816077,0.00772557,0,0,0,0,0,0,0
0.5,0.237583,0.00773844,0.297653,0.707043,-5.71421e-05,0.707171,-1.14885e-05,0.0214842,0.0157406,0.00837921,-3.11005e-05,2.07651e-05,3.51874e-05,inf,0.78725,0.576785,0.307041,0.0288196,-0.0116324,0.0289368,0.0314669,0.057854,-1.52795,-0.00206791,-0.0529287,0.0174227,-0.053369,-0.0637446,-0.106576,-0.0808204,0.00796025,0,0,0,0,0,0,0
0.52,0.238013,0.00805325,0.297821,0.707043,-5.76108e-05,0.707171,-1.15174e-05,0.0214455,0.0157122,0.00836409,-3.12062e-05,2.08275e-05,3.52809e-05,inf,0.785961,0.57584,0.306538,0.0298831,-0.0119829,0.0300095,0.0327414,0.0599968,-1.52633,-0.00223376,-0.0531761,0.017524,-0.0536351,-0.0637273,-0.107144,-0.0808906,0.00829222,0,0,0,0,0,0,0
0.54,0.238442,0.0083675,0.297988,0.707043,-5.8081e-05,0.707171,-1.15462e-05,0.0214787,0.0157365,0.00837705,-3.13122e-05,2.08901e-05,3.53747e-05,inf,0.784674,0.574898,0.306036,0.0309449,-0.0123283,0.0310808,0.0340213,0.0621371,-1.52471,-0.00240585,-0.0530893,0.0172692,-0.0535648,-0.0639928,-0.107014,-0.0808787,0.00860465,0,0,0,0,0,0,0
0.56,0.238871,0.00868223,0.298156,0.707042,-5.85525e-05,0.707171,-1.1575e-05,0.0214503,0.0157158,0.00836599,-3.14185e-05,2.09528e-05,3.54687e-05,inf,0.783386,0.573953,0.305533,0.032001,-0.0126665,0.0321468,0.0353029,0.064267,-1.5231,-0.00258358,-0.0528086,0.016912,-0.0532987,-0.0640836,-0.106493,-0.0805889,0.00888647,0,0,0,0,0,0,0
0.58,0.2393,0.00899654,0.298323,0.707042,-5.90255e-05,0.707171,-1.16037e-05,0.0214746,0.0157336,0.00837547,-3.15251e-05,2.10158e-05,3.55631e-05,inf,0.782099,0.57301,0.305031,0.0330528,-0.0129966,0.0332086,0.0365899,0.0663887,-1.52149,-0.00276718,-0.0525876,0.0165024,-0.0530926,-0.0643476,-0.106088,-0.0804165,0.00918001,0,0,0,0,0,0,0
0.6,0.23973,0.00931121,0.29849,0.707042,-5.94999e-05,0.707171,-1.16323e-05,0.0214539,0.0157184,0.00836738,-3.16319e-05,2.10789e-05,3.56579e-05,inf,0.78081,0.572066,0.304529,0.0340987,-0.0133185,0.0342649,0.0378793,0.0684995,-1.51989,-0.0029563,-0.0522936,0.0160933,-0.0528126,-0.0644701,-0.105538,-0.0801039,0.00945603,0,0,0,0,0,0,0
0.62,0.240159,0.00962558,0.298658,0.707042,-5.99757e-05,0.707172,-1.16608e-05,0.0214717,0.0157314,0.0083743,-3.17391e-05,2.11422e-05,3.57529e-05,inf,0.779523,0.571123,0.304027,0.035125,-0.0136165,0.0353018,0.0391762,0.0705709,-1.5183,-0.00314936,-0.0513168,0.0149025,-0.0518431,-0.0648446,-0.103572,-0.079247,0.00965296,0,0,0,0,0,0,0
0.64,0.240588,0.00994021,0.298825,0.707042,-6.04529e-05,0.707172,-1.16892e-05,0.0214565,0.0157203,0.00836839,-3.18465e-05,2.12058e-05,3.58483e-05,inf,0.778235,0.570179,0.303524,0.0361573,-0.0139166,0.0363449,0.0404742,0.0726558,-1.51672,-0.00334917,-0.0516132,0.0150029,-0.052158,-0.0648991,-0.104242,-0.0793821,0.00999045,0,0,0,0,0,0,0
0.66,0.241018,0.0102546,0.298993,0.707042,-6.09316e-05,0.707172,-1.17175e-05,0.0214695,0.0157298,0.00837345,-3.19542e-05,2.12695e-05,3.5944e-05,inf,0.776947,0.569236,0.303022,0.0371874,-0.0142119,0.0373862,0.0417761,0.0747372,-1.51513,-0.00355492,-0.0515045,0.0147663,-0.052064,-0.0650956,-0.104072,-0.0793157,0.0102877,0,0,0,0,0,0,0
0.68,0.241447,0.0105692,0.29916,0.707042,-6.14117e-05,0.707172,-1.17457e-05,0.0214584,0.0157216,0.00836912,-3.20622e-05,2.13334e-05,3.604e-05,inf,0.775659,0.568292,0.30252,0.0382125,-0.0145003,0.0384228,0.0430808,0.0768097,-1.51355,-0.00376616,-0.0512593,0.0144213,-0.051832,-0.0652346,-0.103623,-0.0790816,0.0105619,0,0,0,0,0,0,0
0.7,0.241876,0.0108836,0.299327,0.707041,-6.18933e-05,0.707172,-1.17739e-05,0.0214679,0.0157286,0.00837283,-3.21704e-05,2.13975e-05,3.61363e-05,inf,0.774372,0.567349,0.302018,0.039233,-0.0147809,0.039455,0.0443897,0.0788734,-1.51197,-0.00398293,-0.0510226,0.0140309,-0.0516084,-0.0654459,-0.103189,-0.0788724,0.0108384,0,0,0,0,0,0,0
0.72,0.242305,0.0111982,0.299495,0.707041,-6.23763e-05,0.707172,-1.1802e-05,0.0214598,0.0157227,0.00836966,-3.2279e-05,2.14617e-05,3.6233e-05,inf,0.773084,0.566405,0.301515,0.0402329,-0.0150383,0.0404667,0.0457043,0.0808959,-1.51041,-0.00420292,-0.0499969,0.0128689,-0.0505871,-0.0657287,-0.101122,-0.0779519,0.0109996,0,0,0,0,0,0,0
0.74,0.242735,0.0115127,0.299662,0.707041,-6.28607e-05,0.707172,-1.183e-05,0.0214667,0.0157277,0.00837237,-3.23879e-05,2.15262e-05,3.633e-05,inf,0.771796,0.565462,0.301013,0.041255,-0.0153131,0.0415012,0.0470188,0.0829653,-1.50883,-0.00443202,-0.0511038,0.0137377,-0.0517206,-0.0657257,-0.103473,-0.0788035,0.011455,0,0,0,0,0,0,0
0.76,0.243164,0.0118272,0.29983,0.707041,-6.33466e-05,0.707173,-1.18579e-05,0.0214608,0.0157234,0.00837006,-3.2497e-05,2.15909e-05,3.64273e-05,inf,0.770508,0.564518,0.300511,0.0422476,-0.0155582,0.0425061,0.04834,0.0849749,-1.50728,-0.00466299,-0.0496303,0.0122573,-0.050246,-0.0660623,-0.100477,-0.0776138,0.0115484,0,0,0,0,0,0,0
0.78,0.243593,0.0121417,0.299997,0.707041,-6.3834e-05,0.707173,-1.18857e-05,0.0214658,0.0157271,0.00837204,-3.26065e-05,2.16558e-05,3.65249e-05,inf,0.76922,0.563575,0.300009,0.043245,-0.015803,0.0435161,0.049664,0.0869955,-1.50573,-0.00490057,-0.0498691,0.0122416,-0.0505017,-0.0661993,-0.10103,-0.0777069,0.0118792,0,0,0,0,0,0,0
0.8,0.244023,0.0124562,0.300165,0.707041,-6.43228e-05,0.707173,-1.19134e-05,0.0214615,0.0157239,0.00837034,-3.27162e-05,2.17208e-05,3.66229e-05,inf,0.767932,0.562631,0.299506,0.0442394,-0.0160428,0.0445235,0.0509908,0.0890112,-1.50418,-0.00514368,-0.0497224,0.011986,-0.0503676,-0.0663412,-0.100785,-0.0775624,0.0121554,0,0,0,0,0,0,0
0.82,0.244452,0.0127707,0.300332,0.707041,-6.48131e-05,0.707173,-1.19411e-05,0.0214652,0.0157267,0.00837179,-3.28262e-05,2.17861e-05,3.67212e-05,inf,0.766645,0.561688,0.299004,0.0452295,-0.0162755,0.0455267,0.0523213,0.0910189,-1.50263,-0.00539209,-0.049503,0.0116397,-0.0501598,-0.0665236,-0.100388,-0.0773653,0.0124207,0,0,0,0,0,0,0
0.84,0.244881,0.0130852,0.300499,0.70704,-6.53049e-05,0.707173,-1.19687e-05,0.021462,0.0157243,0.00837055,-3.29366e-05,2.18515e-05,3.68198e-05,inf,0.765357,0.560744,0.298502,0.0461992,-0.0164858,0.0465095,0.0536575,0.0929855,-1.5011,-0.00564316,-0.0484834,0.0105128,-0.0491418,-0.0668091,-0.09833,-0.0764811,0.0125533,0,0,0,0,0,0,0
0.86,0.24531,0.0133997,0.300667,0.70704,-6.57981e-05,0.707173,-1.19961e-05,0.0214648,0.0157263,0.00837161,-3.30472e-05,2.19172e-05,3.69188e-05,inf,0.764069,0.559801,0.298,0.0471759,-0.0166983,0.0474998,0.0549958,0.094968,-1.49957,-0.00590116,-0.0488382,0.0106231,-0.0495141,-0.0669174,-0.0991249,-0.0766703,0.0129001,0,0,0,0,0,0,0
0.88,0.24574,0.0137143,0.300834,0.70704,-6.62929e-05,0.707174,-1.20236e-05,0.0214624,0.0157246,0.00837071,-3.31581e-05,2.1983e-05,3.70181e-05,inf,0.762781,0.558857,0.297497,0.0481505,-0.0169067,0.0484881,0.0563369,0.0969472,-1.49804,-0.00616468,-0.04873,0.0104215,-0.0494177,-0.0670544,-0.09896,-0.0765731,0.013176,0,0,0,0,0,0,0
0.9,0.246169,0.0140287,0.301002,0.70704,-6.67891e-05,0.707174,-1.20509e-05,0.0214644,0.0157261,0.00837148,-3.32693e-05,2.20491e-05,3.71177e-05,inf,0.761493,0.557914,0.296995,0.049121,-0.0171087,0.0494725,0.0576814,0.0989189,-1.49651,-0.00643338,-0.0485211,0.0101025,-0.0492194,-0.0672245,-0.0985858,-0.0763892,0.0134347,0,0,0,0,0,0,0
0.92,0.246598,0.0143433,0.301169,0.70704,-6.72868e-05,0.707174,-1.20781e-05,0.0214627,0.0157248,0.00837082,-3.33808e-05,2.21153e-05,3.72177e-05,inf,0.760206,0.55697,0.296493,0.0500866,-0.0173037,0.0504523,0.0590292,0.100882,-1.49498,-0.00670708,-0.0482829,0.0097455,-0.0489911,-0.0673888,-0.0981509,-0.0761607,0.013685,0,0,0,0,0,0,0
0.94,0.247027,0.0146578,0.301337,0.70704,-6.7786e-05,0.707174,-1.21053e-05,0.0214642,0.0157259,0.00837138,-3.34927e-05,2.21817e-05,3.7318e-05,inf,0.758918,0.556027,0.29599,0.0510475,-0.0174912,0.0514276,0.0603805,0.102836,-1.49347,-0.00698575,-0.0480441,0.0093749,-0.048762,-0.0675652,-0.0977146,-0.0759297,0.0139337,0,0,0,0,0,0,0
0.96,0.247457,0.0149723,0.301504,0.707039,-6.82867e-05,0.707174,-1.21324e-05,0.0214629,0.015725,0.0083709,-3.36048e-05,2.22484e-05,3.74186e-05,inf,0.75763,0.555083,0.295488,0.0519878,-0.0176564,0.0523822,0.0617374,0.104749,-1.49196,-0.00726645,-0.0470139,0.00825983,-0.0477307,-0.0678475,-0.0956306,-0.0750531,0.0140348,0,0,0,0,0,0,0
0.98,0.247886,0.0152868,0.301671,0.707039,-6.87889e-05,0.707174,-1.21594e-05,0.021464,0.0157258,0.00837131,-3.37172e-05,2.23152e-05,3.75196e-05,inf,0.756342,0.55414,0.294986,0.0529512,-0.0178386,0.0533605,0.0630942,0.106711,-1.49045,-0.00755706,-0.0481722,0.00911475,-0.0489163,-0.0678367,-0.0981025,-0.0758692,0.0145307,0,0,0,0,0,0,0
1,0.248315,0.0156013,0.301839,0.707039,-6.92927e-05,0.707174,-1.21863e-05,0.0214631,0.0157251,0.00837096,-3.38299e-05,2.23823e-05,3.76209e-05,inf,0.755054,0.553196,0.294484,0.0538849,-0.0179927,0.0543089,0.0644573,0.108612,-1.48895,-0.00784793,-0.0466839,0.00770504,-0.0474199,-0.0681569,-0.0950638,-0.0747346,0.0145434,0,0,0,0,0,0,0
1.02,0.248745,0.0159158,0.302006,0.707039,-6.97979e-05,0.707175,-1.22131e-05,0.0214639,0.0157257,0.00837126,-3.3943e-05,2.24495e-05,3.77225e-05,inf,0.753766,0.552253,0.293981,0.0548237,-0.0181468,0.0552628,0.0658229,0.110525,-1.48746,-0.00814536,-0.0469424,0.0077015,-0.0476935,-0.0682781,-0.0956625,-0.0748153,0.0148716,0,0,0,0,0,0,0
1.04,0.249174,0.0162303,0.302174,0.707039,-7.03046e-05,0.707175,-1.22399e-05,0.0214632,0.0157252,0.008371,-3.40563e-05,2.25169e-05,3.78245e-05,inf,0.752479,0.551309,0.293479,0.0557602,-0.0182962,0.0562145,0.0671913,0.112435,-1.48596,-0.008448,-0.0468228,0.00747242,-0.0475835,-0.0684218,-0.0954744,-0.0746923,0.0151321,0,0,0,0,0,0,0
1.06,0.249603,0.0165448,0.302341,0.707039,-7.08129e-05,0.707175,-1.22666e-05,0.0214638,0.0157256,0.00837123,-3.41699e-05,2.25846e-05,3.79268e-05,inf,0.751191,0.550366,0.292977,0.0566925,-0.0184394,0.0571622,0.068563,0.114337,-1.48447,-0.0087555,-0.0466166,0.00715769,-0.0473856,-0.0685827,-0.0951058,-0.0744996,0.0153748,0,0,0,0,0,0,0
1.08,0.250032,0.0168593,0.302508,0.707038,-7.13227e-05,0.707175,-1.22932e-05,0.0214633,0.0157252,0.00837104,-3.42839e-05,2.26524e-05,3.80295e-05,inf,0.749903,0.549422,0.292475,0.0576203,-0.0185757,0.0581055,0.0699379,0.116231,-1.48299,-0.00906771,-0.046389,0.00681437,-0.0471657,-0.0687447,-0.0946926,-0.0742786,0.0156106,0,0,0,0,0,0,0
1.1,0.250462,0.0171738,0.302676,0.707038,-7.18341e-05,0.707175,-1.23197e-05,0.0214637,0.0157255,0.0083712,-3.43981e-05,2.27205e-05,3.81325e-05,inf,0.748615,0.548479,0.291972,0.0585275,-0.0186904,0.0590281,0.0713182,0.118083,-1.48152,-0.00938126,-0.0453596,0.00573877,-0.0461322,-0.0690162,-0.0926048,-0.073431,0.0156777,0,0,0,0,0,0,0
1.12,0.250891,0.0174883,0.302843,0.707038,-7.23469e-05,0.707175,-1.23461e-05,0.0214633,0.0157253,0.00837106,-3.45127e-05,2.27888e-05,3.82359e-05,inf,0.747327,0.547535,0.29147,0.0594423,-0.0188075,0.0599587,0.0727005,0.119952,-1.48005,-0.00970184,-0.0457402,0.00585142,-0.0465284,-0.0691165,-0.0934598,-0.0736042,0.0160289,0,0,0,0,0,0,0
1.14,0.25132,0.0178028,0.303011,0.707038,-7.28613e-05,0.707176,-1.23725e-05,0.0214636,0.0157255,0.00837118,-3.46276e-05,2.28572e-05,3.83396e-05,inf,0.74604,0.546591,0.290968,0.0603555,-0.018921,0.0608878,0.0740856,0.121819,-1.47858,-0.0100276,-0.0456602,0.00567514,-0.0464571,-0.0692523,-0.0933542,-0.0735241,0.0162902,0,0,0,0,0,0,0
1.16,0.251749,0.0181174,0.303178,0.707038,-7.33773e-05,0.707176,-1.23988e-05,0.0214634,0.0157253,0.00837108,-3.47428e-05,2.29259e-05,3.84436e-05,inf,0.744752,0.545648,0.290466,0.0612649,-0.0190287,0.0618133,0.0754736,0.12368,-1.47711,-0.0103582,-0.045468,0.00538841,-0.0462718,-0.0694034,-0.0930145,-0.0733478,0.0165262,0,0,0,0,0,0,0
1.18,0.252179,0.0184319,0.303346,0.707038,-7.38948e-05,0.707176,-1.2425e-05,0.0214636,0.0157255,0.00837116,-3.48583e-05,2.29948e-05,3.8548e-05,inf,0.743464,0.544704,0.289963,0.0621699,-0.01913,0.0627345,0.0768649,0.125532,-1.47565,-0.0106933,-0.04525,0.00506229,-0.0460603,-0.0695623,-0.092621,-0.073139,0.0167544,0,0,0,0,0,0,0
1.2,0.252608,0.0187464,0.303513,0.707037,-7.44139e-05,0.707176,-1.24511e-05,0.0214634,0.0157253,0.00837109,-3.49741e-05,2.30638e-05,3.86527e-05,inf,0.742176,0.543761,0.289461,0.0630704,-0.0192245,0.0636513,0.0782593,0.127376,-1.47419,-0.0110328,-0.0450261,0.00472404,-0.0458424,-0.0697215,-0.0922146,-0.0729178,0.0169789,0,0,0,0,0,0,0
